Country,Year,Food Types, Total Waste in Tons , Food Economic Loss (Million $) , Avg Waste per Capita (Kg) , Country Population (Million) (Not Accurate) , Household Waste (%) ,Cluster
South Korea,2024,Fruits & Vegetables,35697.0,32245.0,75.0, 857 ,58.0,1
South Korea,2023,Bakery Items,15390.0,12457.0,38.0, 663 ,39.0,0
France,2023,Prepared Food,25562.0,27983.0,154.0, 306 ,41.0,1
Japan,2022,Fruits & Vegetables,36017.0,41811.0,144.0, 381 ,35.0,1
India,2022,Bakery Items,16918.0,13849.0,61.0," 1,374 ",36.0,0
India,2020,Beverages,24062.0,19712.0,148.0, 436 ,51.0,0
Saudi Arabia,2019,Dairy Products,32368.0,31488.0,100.0, 432 ,37.0,1
South Korea,2022,Prepared Food,19417.0,19013.0,174.0, 850 ,32.0,0
France,2022,Dairy Products,36133.0,38019.0,175.0, 292 ,31.0,1
Mexico,2019,Frozen Food,47226.0,56384.0,182.0," 1,211 ",57.0,1
India,2018,Prepared Food,15456.0,15671.0,185.0, 242 ,62.0,0
Indonesia,2021,Dairy Products,49440.0,52837.0,94.0, 238 ,53.0,1
Saudi Arabia,2019,Fruits & Vegetables,29605.0,23737.0,138.0, 905 ,47.0,1
India,2022,Prepared Food,15111.0,13467.0,104.0, 183 ,34.0,0
Russia,2024,Fruits & Vegetables,48699.0,52480.0,178.0," 1,067 ",67.0,1
Spain,2022,Prepared Food,48130.0,46308.0,52.0," 1,163 ",34.0,1
UK,2023,Bakery Items,29749.0,29411.0,199.0," 1,126 ",36.0,1
Argentina,2021,Meat & Seafood,49421.0,48154.0,159.0, 548 ,67.0,1
Russia,2022,Grains & Cereals,10155.0,11558.0,121.0, 93 ,52.0,0
Saudi Arabia,2023,Prepared Food,10271.0,10902.0,130.0, 342 ,60.0,0
Italy,2022,Fruits & Vegetables,7388.0,6592.0,162.0, 311 ,36.0,0
South Africa,2023,Dairy Products,30586.0,28530.0,22.0, 654 ,62.0,1
Saudi Arabia,2020,Dairy Products,22838.0,24525.0,38.0, 642 ,61.0,0
South Africa,2020,Meat & Seafood,5454.0,5401.0,59.0," 1,173 ",64.0,0
Canada,2018,Dairy Products,39668.0,42870.0,124.0, 222 ,58.0,1
Australia,2024,Fruits & Vegetables,30169.0,24451.0,146.0, 560 ,39.0,1
Germany,2022,Frozen Food,18581.0,17913.0,25.0, 637 ,47.0,0
Indonesia,2018,Bakery Items,24400.0,28259.0,104.0," 1,269 ",53.0,1
China,2022,Beverages,9331.0,10554.0,198.0, 477 ,39.0,0
Italy,2023,Fruits & Vegetables,31641.0,35129.0,137.0," 1,096 ",57.0,1
Japan,2019,Meat & Seafood,9674.0,10924.0,153.0," 1,182 ",45.0,0
Argentina,2021,Fruits & Vegetables,24999.0,21631.0,61.0, 427 ,66.0,0
Russia,2020,Bakery Items,2724.0,2697.0,197.0, 699 ,35.0,0
Mexico,2024,Beverages,44658.0,39603.0,112.0," 1,186 ",58.0,1
Italy,2019,Bakery Items,10223.0,9346.0,183.0," 1,001 ",47.0,0
Argentina,2022,Prepared Food,49078.0,43299.0,158.0, 751 ,58.0,1
South Africa,2019,Prepared Food,17957.0,20776.0,53.0," 1,021 ",40.0,0
Australia,2022,Fruits & Vegetables,44018.0,40652.0,57.0, 521 ,51.0,1
Canada,2023,Beverages,38240.0,40203.0,81.0," 1,268 ",48.0,1
Russia,2020,Bakery Items,42108.0,41111.0,145.0, 774 ,50.0,1
Indonesia,2018,Dairy Products,44584.0,52667.0,73.0, 458 ,67.0,1
UK,2022,Prepared Food,11791.0,10744.0,77.0," 1,182 ",68.0,0
Spain,2018,Dairy Products,23203.0,22951.0,121.0, 57 ,41.0,0
Japan,2020,Beverages,36282.0,38888.0,32.0," 1,284 ",46.0,1
Spain,2019,Prepared Food,26673.0,28770.0,155.0, 946 ,62.0,1
China,2018,Frozen Food,14182.0,14290.0,43.0, 789 ,53.0,0
India,2018,Grains & Cereals,2657.0,2749.0,106.0, 720 ,38.0,0
Russia,2018,Beverages,10215.0,10767.0,131.0, 122 ,35.0,0
South Korea,2022,Prepared Food,22760.0,23151.0,140.0," 1,165 ",31.0,0
Canada,2024,Meat & Seafood,49290.0,45873.0,194.0, 785 ,39.0,1
Canada,2019,Frozen Food,8252.0,9075.0,50.0," 1,208 ",47.0,0
Turkey,2020,Fruits & Vegetables,7815.0,8007.0,43.0, 696 ,52.0,0
Russia,2022,Fruits & Vegetables,4067.0,3535.0,34.0, 764 ,48.0,0
Germany,2023,Prepared Food,34123.0,28542.0,98.0," 1,088 ",42.0,1
Mexico,2022,Fruits & Vegetables,19884.0,20482.0,90.0, 143 ,41.0,0
Japan,2024,Grains & Cereals,32403.0,34764.0,87.0," 1,116 ",42.0,1
Russia,2021,Beverages,27916.0,29185.0,170.0, 374 ,30.0,1
Germany,2019,Frozen Food,28594.0,26010.0,108.0, 629 ,57.0,1
Argentina,2024,Frozen Food,45664.0,49093.0,193.0," 1,099 ",63.0,1
Argentina,2019,Frozen Food,4873.0,5392.0,116.0, 750 ,52.0,0
Australia,2019,Beverages,29752.0,35635.0,82.0, 140 ,61.0,1
Russia,2021,Dairy Products,741.0,702.0,27.0," 1,232 ",59.0,0
Canada,2019,Frozen Food,951.0,972.0,60.0, 239 ,42.0,0
Australia,2021,Grains & Cereals,23084.0,22541.0,73.0, 598 ,61.0,0
Canada,2018,Fruits & Vegetables,28482.0,32840.0,174.0," 1,256 ",56.0,1
Indonesia,2019,Dairy Products,20993.0,23060.0,85.0," 1,087 ",53.0,0
France,2023,Meat & Seafood,45741.0,53826.0,118.0, 486 ,54.0,1
India,2020,Prepared Food,15488.0,13729.0,163.0, 222 ,55.0,0
Brazil,2020,Prepared Food,37502.0,32638.0,150.0, 242 ,55.0,1
China,2024,Bakery Items,20898.0,18036.0,85.0," 1,038 ",70.0,0
South Africa,2018,Dairy Products,32954.0,36165.0,121.0," 1,025 ",37.0,1
Spain,2023,Frozen Food,44885.0,44686.0,168.0," 1,255 ",57.0,1
UK,2023,Beverages,48845.0,45592.0,156.0, 252 ,60.0,1
Mexico,2022,Prepared Food,25267.0,29104.0,23.0, 366 ,31.0,1
Mexico,2022,Grains & Cereals,29858.0,26602.0,149.0," 1,149 ",60.0,1
Spain,2024,Prepared Food,34453.0,37407.0,130.0, 401 ,40.0,1
France,2020,Dairy Products,5844.0,5831.0,183.0, 945 ,61.0,0
Turkey,2023,Bakery Items,38424.0,38743.0,185.0, 816 ,30.0,1
Turkey,2021,Fruits & Vegetables,21530.0,20410.0,57.0, 792 ,38.0,0
USA,2023,Grains & Cereals,27291.0,24429.0,133.0, 913 ,53.0,1
USA,2022,Bakery Items,41358.0,38242.0,29.0," 1,345 ",70.0,1
South Africa,2021,Dairy Products,35704.0,34460.0,111.0," 1,099 ",47.0,1
France,2020,Bakery Items,16853.0,17041.0,33.0, 285 ,69.0,0
South Korea,2024,Fruits & Vegetables,37079.0,39001.0,59.0, 137 ,36.0,1
South Korea,2020,Beverages,22346.0,21710.0,195.0, 466 ,47.0,0
Australia,2020,Prepared Food,43673.0,47834.0,60.0," 1,260 ",58.0,1
Argentina,2019,Prepared Food,9646.0,11083.0,50.0, 146 ,33.0,0
Germany,2018,Beverages,2050.0,1861.0,41.0, 263 ,56.0,0
Australia,2020,Prepared Food,2656.0,2170.0,22.0, 964 ,46.0,0
Argentina,2023,Prepared Food,6589.0,6546.0,118.0, 416 ,33.0,0
Mexico,2023,Grains & Cereals,1807.0,1560.0,123.0, 225 ,34.0,0
Saudi Arabia,2024,Fruits & Vegetables,46723.0,51042.0,32.0," 1,361 ",52.0,1
France,2023,Beverages,46815.0,40941.0,144.0, 550 ,56.0,1
Mexico,2018,Beverages,33769.0,38293.0,72.0, 208 ,68.0,1
China,2024,Bakery Items,16024.0,16641.0,21.0," 1,030 ",50.0,0
India,2024,Frozen Food,15502.0,13784.0,131.0," 1,331 ",59.0,0
Russia,2024,Fruits & Vegetables,8983.0,10584.0,73.0, 402 ,55.0,0
India,2021,Dairy Products,19196.0,20988.0,170.0, 422 ,44.0,0
France,2022,Grains & Cereals,32301.0,37419.0,88.0, 208 ,58.0,1
Saudi Arabia,2020,Fruits & Vegetables,4888.0,5265.0,22.0, 898 ,59.0,0
China,2023,Beverages,3712.0,3147.0,158.0, 709 ,43.0,0
Japan,2023,Dairy Products,5114.0,4884.0,34.0, 148 ,31.0,0
Indonesia,2022,Bakery Items,39061.0,34962.0,200.0, 886 ,44.0,1
Germany,2019,Fruits & Vegetables,40256.0,34571.0,195.0, 574 ,45.0,1
Brazil,2021,Prepared Food,24283.0,28464.0,110.0, 102 ,53.0,1
Indonesia,2024,Grains & Cereals,19617.0,16787.0,117.0, 253 ,62.0,0
Canada,2024,Dairy Products,1999.0,2209.0,81.0, 251 ,46.0,0
Argentina,2019,Meat & Seafood,34167.0,40472.0,46.0, 653 ,67.0,1
Mexico,2018,Beverages,46774.0,48207.0,84.0, 988 ,32.0,1
China,2022,Dairy Products,46539.0,48513.0,29.0, 201 ,54.0,1
Russia,2021,Dairy Products,11491.0,10326.0,138.0, 463 ,58.0,0
Mexico,2024,Beverages,43697.0,38169.0,105.0," 1,154 ",42.0,1
UK,2023,Grains & Cereals,17497.0,20725.0,85.0," 1,235 ",35.0,0
Italy,2024,Frozen Food,44427.0,39420.0,74.0," 1,398 ",54.0,1
Japan,2023,Dairy Products,9283.0,7977.0,44.0, 254 ,60.0,0
Japan,2019,Frozen Food,32065.0,36800.0,62.0, 738 ,32.0,1
Spain,2022,Bakery Items,26722.0,27929.0,130.0," 1,242 ",38.0,1
Saudi Arabia,2021,Beverages,7398.0,6728.0,155.0, 570 ,64.0,0
Spain,2019,Meat & Seafood,3623.0,3115.0,35.0," 1,063 ",64.0,0
USA,2018,Fruits & Vegetables,23256.0,25461.0,151.0, 491 ,42.0,0
Indonesia,2023,Bakery Items,4810.0,4984.0,39.0, 108 ,60.0,0
Mexico,2019,Beverages,14370.0,16928.0,60.0, 640 ,33.0,0
Germany,2022,Prepared Food,8866.0,7181.0,151.0," 1,211 ",56.0,0
Turkey,2018,Grains & Cereals,22553.0,22165.0,172.0, 840 ,47.0,0
Mexico,2020,Frozen Food,41734.0,46917.0,80.0," 1,193 ",70.0,1
Spain,2019,Dairy Products,21239.0,19430.0,92.0, 532 ,66.0,0
Japan,2022,Prepared Food,29107.0,29246.0,42.0, 218 ,64.0,1
Turkey,2023,Bakery Items,534.0,561.0,134.0, 70 ,37.0,0
UK,2022,Prepared Food,46401.0,48577.0,127.0, 258 ,63.0,1
Japan,2020,Meat & Seafood,22705.0,22768.0,109.0," 1,297 ",67.0,0
South Africa,2020,Fruits & Vegetables,6960.0,7031.0,97.0, 105 ,37.0,0
Spain,2019,Dairy Products,42902.0,40219.0,161.0, 955 ,62.0,1
Mexico,2022,Prepared Food,8042.0,7615.0,24.0, 698 ,56.0,0
USA,2021,Dairy Products,5586.0,6073.0,52.0," 1,189 ",39.0,0
South Korea,2023,Bakery Items,17795.0,17921.0,21.0, 905 ,62.0,0
Brazil,2019,Dairy Products,30097.0,27556.0,84.0, 951 ,61.0,1
Russia,2024,Prepared Food,6268.0,5730.0,183.0," 1,254 ",38.0,0
USA,2023,Prepared Food,35786.0,41522.0,150.0, 163 ,42.0,1
USA,2018,Prepared Food,46779.0,46049.0,183.0, 231 ,37.0,1
China,2024,Frozen Food,45553.0,53739.0,156.0, 271 ,68.0,1
Turkey,2018,Prepared Food,2538.0,2519.0,34.0, 44 ,32.0,0
South Korea,2022,Grains & Cereals,27519.0,27745.0,164.0, 792 ,43.0,1
Indonesia,2024,Frozen Food,44613.0,45624.0,94.0," 1,207 ",49.0,1
Italy,2021,Beverages,1757.0,1780.0,126.0, 184 ,37.0,0
Mexico,2022,Dairy Products,21686.0,18997.0,83.0, 440 ,64.0,0
Brazil,2020,Beverages,8038.0,9463.0,51.0, 410 ,65.0,0
France,2019,Fruits & Vegetables,30266.0,27579.0,73.0, 25 ,33.0,1
Brazil,2020,Meat & Seafood,35756.0,29632.0,182.0, 882 ,50.0,1
South Korea,2019,Meat & Seafood,15463.0,17410.0,72.0, 549 ,50.0,0
Canada,2019,Fruits & Vegetables,13801.0,14300.0,53.0, 265 ,59.0,0
Indonesia,2021,Prepared Food,48499.0,49056.0,42.0, 570 ,51.0,1
USA,2018,Frozen Food,20534.0,22972.0,90.0, 700 ,39.0,0
China,2024,Meat & Seafood,44314.0,48631.0,108.0, 684 ,53.0,1
Spain,2020,Prepared Food,25153.0,26900.0,26.0, 261 ,67.0,1
UK,2022,Beverages,17581.0,19982.0,58.0," 1,266 ",55.0,0
Argentina,2022,Prepared Food,23655.0,23349.0,80.0, 83 ,49.0,0
Japan,2020,Dairy Products,15176.0,13202.0,64.0, 162 ,44.0,0
Turkey,2024,Fruits & Vegetables,5215.0,5805.0,52.0," 1,376 ",62.0,0
Spain,2020,Grains & Cereals,15754.0,13558.0,125.0, 253 ,61.0,0
Saudi Arabia,2023,Prepared Food,38471.0,32337.0,186.0, 372 ,35.0,1
Germany,2023,Meat & Seafood,36024.0,30105.0,40.0," 1,100 ",62.0,1
India,2023,Bakery Items,37698.0,36436.0,28.0, 91 ,34.0,1
China,2024,Fruits & Vegetables,14113.0,16584.0,72.0," 1,333 ",35.0,0
Mexico,2018,Prepared Food,44043.0,47727.0,31.0," 1,251 ",58.0,1
Canada,2020,Frozen Food,14982.0,12155.0,107.0, 428 ,63.0,0
UK,2018,Fruits & Vegetables,32333.0,38720.0,151.0, 752 ,64.0,1
India,2018,Fruits & Vegetables,24208.0,21417.0,197.0," 1,030 ",67.0,0
Brazil,2018,Beverages,32796.0,37385.0,122.0, 667 ,35.0,1
Indonesia,2023,Meat & Seafood,26973.0,23027.0,104.0, 454 ,37.0,0
Brazil,2023,Meat & Seafood,23315.0,20937.0,167.0, 659 ,44.0,0
UK,2018,Bakery Items,25539.0,28544.0,165.0," 1,094 ",48.0,1
South Africa,2022,Grains & Cereals,46452.0,39708.0,105.0," 1,224 ",59.0,1
India,2018,Prepared Food,29157.0,33591.0,90.0," 1,068 ",53.0,1
Indonesia,2021,Grains & Cereals,39317.0,36590.0,113.0, 189 ,67.0,1
Japan,2021,Prepared Food,27210.0,27980.0,45.0," 1,138 ",45.0,1
India,2018,Fruits & Vegetables,5558.0,5169.0,181.0," 1,119 ",53.0,0
Japan,2021,Grains & Cereals,35973.0,38672.0,35.0, 145 ,49.0,1
Canada,2021,Frozen Food,34379.0,37594.0,105.0, 359 ,32.0,1
Italy,2018,Bakery Items,43460.0,51778.0,108.0, 541 ,40.0,1
South Africa,2023,Meat & Seafood,19412.0,18532.0,36.0, 814 ,37.0,0
Canada,2023,Prepared Food,46790.0,47361.0,175.0," 1,320 ",35.0,1
Japan,2020,Grains & Cereals,40205.0,43619.0,21.0," 1,052 ",48.0,1
Australia,2023,Meat & Seafood,24682.0,28655.0,183.0," 1,173 ",42.0,1
China,2020,Frozen Food,41023.0,37984.0,124.0, 596 ,45.0,1
South Korea,2020,Grains & Cereals,23063.0,26536.0,79.0," 1,318 ",55.0,0
Russia,2024,Fruits & Vegetables,9076.0,8739.0,84.0, 870 ,44.0,0
Russia,2018,Frozen Food,5738.0,6448.0,34.0," 1,303 ",61.0,0
Germany,2021,Meat & Seafood,20741.0,22020.0,189.0," 1,036 ",32.0,0
Japan,2023,Grains & Cereals,5238.0,4224.0,59.0, 99 ,45.0,0
UK,2023,Fruits & Vegetables,6250.0,6675.0,53.0, 446 ,39.0,0
Spain,2019,Dairy Products,5228.0,6105.0,56.0," 1,355 ",60.0,0
UK,2024,Prepared Food,38207.0,32981.0,65.0, 981 ,62.0,1
Argentina,2022,Meat & Seafood,12421.0,12732.0,114.0," 1,325 ",53.0,0
China,2022,Bakery Items,1393.0,1182.0,97.0," 1,197 ",33.0,0
India,2021,Fruits & Vegetables,19353.0,16500.0,30.0, 608 ,65.0,0
Canada,2024,Dairy Products,25383.0,24480.0,22.0, 202 ,56.0,0
USA,2023,Dairy Products,22462.0,25995.0,70.0," 1,190 ",67.0,0
Japan,2018,Bakery Items,7500.0,6557.0,147.0, 601 ,70.0,0
Germany,2019,Beverages,12946.0,12646.0,148.0, 654 ,50.0,0
Spain,2024,Frozen Food,17849.0,18030.0,69.0, 545 ,59.0,0
India,2024,Beverages,19678.0,19772.0,173.0," 1,138 ",56.0,0
Germany,2024,Prepared Food,7323.0,7798.0,90.0, 241 ,54.0,0
India,2022,Beverages,31791.0,27883.0,141.0, 272 ,59.0,1
India,2022,Fruits & Vegetables,19895.0,18053.0,91.0, 361 ,43.0,0
Argentina,2024,Frozen Food,22381.0,23225.0,115.0, 871 ,52.0,0
Canada,2021,Bakery Items,25000.0,20405.0,199.0," 1,246 ",45.0,0
Japan,2020,Grains & Cereals,2030.0,1940.0,168.0, 755 ,58.0,0
China,2018,Dairy Products,8972.0,8332.0,30.0, 983 ,35.0,0
Germany,2021,Dairy Products,8025.0,9212.0,30.0, 281 ,56.0,0
Russia,2021,Frozen Food,13833.0,12040.0,125.0, 377 ,68.0,0
Argentina,2019,Dairy Products,27903.0,30468.0,115.0," 1,189 ",63.0,1
Saudi Arabia,2021,Beverages,45111.0,38373.0,101.0, 166 ,70.0,1
Germany,2024,Grains & Cereals,29845.0,33359.0,139.0, 966 ,34.0,1
Canada,2018,Fruits & Vegetables,6024.0,5862.0,148.0," 1,237 ",51.0,0
Indonesia,2022,Fruits & Vegetables,36568.0,39207.0,154.0, 362 ,60.0,1
Mexico,2018,Fruits & Vegetables,8611.0,9966.0,177.0, 188 ,40.0,0
Argentina,2018,Dairy Products,666.0,778.0,60.0, 111 ,66.0,0
Italy,2021,Frozen Food,24248.0,22169.0,169.0," 1,376 ",32.0,0
Australia,2024,Frozen Food,29147.0,29857.0,86.0," 1,051 ",49.0,1
South Korea,2023,Dairy Products,28953.0,23474.0,86.0, 692 ,49.0,1
Canada,2018,Bakery Items,32055.0,32303.0,184.0, 402 ,67.0,1
Argentina,2021,Fruits & Vegetables,15040.0,14361.0,189.0, 406 ,47.0,0
Argentina,2019,Bakery Items,23175.0,23173.0,34.0, 441 ,53.0,0
Argentina,2020,Prepared Food,36320.0,35896.0,42.0, 88 ,42.0,1
France,2023,Dairy Products,40956.0,44366.0,69.0, 46 ,66.0,1
Germany,2020,Dairy Products,9226.0,8137.0,39.0," 1,360 ",35.0,0
USA,2022,Grains & Cereals,47623.0,41440.0,64.0," 1,018 ",37.0,1
Mexico,2018,Prepared Food,30409.0,34781.0,138.0," 1,271 ",44.0,1
Spain,2019,Beverages,7833.0,6547.0,67.0, 853 ,49.0,0
South Korea,2021,Frozen Food,34254.0,29249.0,192.0, 890 ,67.0,1
USA,2018,Fruits & Vegetables,27243.0,27719.0,160.0, 596 ,42.0,1
China,2024,Dairy Products,5317.0,4776.0,112.0, 769 ,34.0,0
Indonesia,2018,Dairy Products,42499.0,39783.0,125.0, 526 ,44.0,1
Germany,2024,Meat & Seafood,14143.0,13507.0,171.0, 86 ,60.0,0
Saudi Arabia,2023,Bakery Items,9973.0,8509.0,62.0," 1,287 ",48.0,0
Argentina,2022,Prepared Food,14468.0,16748.0,52.0, 643 ,52.0,0
Australia,2021,Beverages,33306.0,36955.0,67.0, 549 ,67.0,1
India,2024,Prepared Food,32301.0,31229.0,47.0, 203 ,50.0,1
Saudi Arabia,2020,Prepared Food,36375.0,34365.0,50.0, 421 ,61.0,1
South Africa,2019,Meat & Seafood,42336.0,42536.0,68.0," 1,382 ",54.0,1
Argentina,2021,Meat & Seafood,25619.0,20730.0,124.0, 520 ,37.0,0
France,2024,Beverages,33051.0,35584.0,80.0, 13 ,39.0,1
Brazil,2020,Prepared Food,12803.0,12143.0,27.0," 1,374 ",52.0,0
USA,2018,Dairy Products,33862.0,39974.0,93.0," 1,241 ",59.0,1
Saudi Arabia,2020,Prepared Food,41156.0,45644.0,126.0," 1,095 ",61.0,1
Brazil,2022,Fruits & Vegetables,16102.0,13942.0,59.0, 850 ,65.0,0
Australia,2022,Frozen Food,37582.0,41611.0,168.0," 1,210 ",48.0,1
India,2019,Beverages,19177.0,19092.0,195.0," 1,113 ",64.0,0
USA,2022,Meat & Seafood,4581.0,4175.0,155.0, 211 ,62.0,0
Spain,2018,Meat & Seafood,504.0,411.0,21.0, 932 ,64.0,0
Argentina,2022,Fruits & Vegetables,16703.0,19586.0,58.0, 387 ,41.0,0
Saudi Arabia,2019,Grains & Cereals,8687.0,9197.0,183.0," 1,377 ",45.0,0
Spain,2021,Dairy Products,3417.0,2795.0,33.0, 810 ,49.0,0
China,2021,Beverages,37624.0,39765.0,124.0, 925 ,63.0,1
Australia,2022,Dairy Products,33924.0,28921.0,195.0, 909 ,69.0,1
Germany,2019,Grains & Cereals,44187.0,44229.0,101.0, 17 ,35.0,1
Turkey,2023,Bakery Items,42043.0,40713.0,54.0, 984 ,59.0,1
Argentina,2022,Bakery Items,40591.0,45817.0,29.0, 866 ,43.0,1
France,2024,Prepared Food,1068.0,1071.0,173.0," 1,131 ",52.0,0
South Africa,2018,Bakery Items,19247.0,19077.0,43.0, 683 ,47.0,0
Russia,2020,Bakery Items,41811.0,39390.0,89.0, 151 ,40.0,1
Spain,2019,Grains & Cereals,24796.0,23651.0,27.0, 497 ,67.0,0
Spain,2021,Fruits & Vegetables,30570.0,29287.0,135.0," 1,397 ",52.0,1
Mexico,2019,Frozen Food,42432.0,45154.0,110.0, 227 ,37.0,1
Spain,2023,Fruits & Vegetables,29527.0,32708.0,178.0, 871 ,58.0,1
Japan,2020,Bakery Items,5537.0,5373.0,200.0," 1,267 ",47.0,0
Germany,2022,Frozen Food,8884.0,9206.0,106.0, 466 ,55.0,0
Turkey,2020,Frozen Food,36135.0,30615.0,63.0," 1,105 ",53.0,1
Brazil,2019,Beverages,17989.0,20317.0,118.0, 157 ,36.0,0
Canada,2019,Bakery Items,45787.0,53784.0,64.0," 1,144 ",56.0,1
Turkey,2019,Beverages,12399.0,10620.0,86.0, 29 ,48.0,0
Canada,2020,Frozen Food,28008.0,25133.0,117.0, 604 ,50.0,1
Saudi Arabia,2024,Grains & Cereals,18393.0,19649.0,140.0, 602 ,39.0,0
South Korea,2023,Prepared Food,33989.0,33108.0,153.0, 125 ,69.0,1
USA,2021,Grains & Cereals,17632.0,15581.0,25.0, 968 ,54.0,0
Brazil,2018,Fruits & Vegetables,39104.0,42723.0,141.0, 249 ,45.0,1
Spain,2021,Bakery Items,32741.0,34424.0,152.0, 312 ,40.0,1
India,2020,Meat & Seafood,35575.0,40821.0,64.0, 279 ,42.0,1
India,2020,Fruits & Vegetables,37972.0,32373.0,87.0, 712 ,52.0,1
Mexico,2019,Dairy Products,9265.0,7959.0,142.0, 419 ,47.0,0
Turkey,2018,Beverages,13524.0,16111.0,114.0, 435 ,60.0,0
Canada,2019,Bakery Items,38682.0,39867.0,186.0, 717 ,49.0,1
USA,2019,Dairy Products,22768.0,22329.0,26.0, 95 ,50.0,0
Saudi Arabia,2019,Bakery Items,40689.0,37806.0,98.0," 1,136 ",69.0,1
Russia,2018,Bakery Items,15802.0,17957.0,132.0, 122 ,59.0,0
Saudi Arabia,2022,Beverages,28268.0,27957.0,191.0, 509 ,39.0,1
Japan,2020,Prepared Food,9360.0,9619.0,158.0, 579 ,62.0,0
Turkey,2024,Fruits & Vegetables,33614.0,32624.0,35.0," 1,045 ",49.0,1
Australia,2024,Bakery Items,45259.0,42229.0,115.0, 545 ,47.0,1
South Africa,2023,Prepared Food,25617.0,30500.0,66.0," 1,284 ",54.0,1
Indonesia,2020,Bakery Items,48266.0,46014.0,83.0, 186 ,66.0,1
Saudi Arabia,2020,Bakery Items,11520.0,11798.0,181.0, 914 ,45.0,0
South Africa,2024,Grains & Cereals,28886.0,27282.0,143.0," 1,363 ",32.0,1
Indonesia,2018,Meat & Seafood,18734.0,21957.0,94.0, 892 ,58.0,0
Japan,2020,Prepared Food,40006.0,46604.0,76.0," 1,302 ",33.0,1
Italy,2023,Prepared Food,28983.0,28253.0,47.0, 192 ,34.0,1
France,2020,Grains & Cereals,1761.0,1495.0,162.0, 991 ,33.0,0
Mexico,2022,Fruits & Vegetables,28404.0,31672.0,99.0, 12 ,55.0,1
Germany,2022,Prepared Food,37744.0,38739.0,47.0, 120 ,33.0,1
UK,2019,Frozen Food,46494.0,53600.0,176.0," 1,400 ",47.0,1
Indonesia,2020,Beverages,35244.0,39067.0,31.0," 1,330 ",62.0,1
Turkey,2020,Grains & Cereals,29258.0,26546.0,158.0, 610 ,43.0,1
South Africa,2023,Prepared Food,24002.0,24945.0,74.0, 858 ,47.0,0
Japan,2019,Bakery Items,18088.0,19442.0,35.0, 671 ,43.0,0
France,2023,Frozen Food,42441.0,45200.0,77.0, 202 ,53.0,1
Indonesia,2024,Beverages,10969.0,12752.0,187.0, 63 ,70.0,0
Brazil,2018,Frozen Food,15121.0,17927.0,145.0, 558 ,42.0,0
Germany,2023,Prepared Food,41326.0,46510.0,137.0," 1,332 ",54.0,1
Brazil,2024,Prepared Food,32131.0,26415.0,171.0, 842 ,31.0,1
Germany,2018,Grains & Cereals,7028.0,6828.0,194.0, 176 ,35.0,0
Spain,2022,Dairy Products,17553.0,18078.0,30.0, 919 ,41.0,0
Australia,2024,Prepared Food,40281.0,44556.0,91.0, 632 ,36.0,1
Italy,2024,Prepared Food,39430.0,33968.0,196.0," 1,238 ",52.0,1
Indonesia,2022,Beverages,6815.0,5714.0,155.0, 176 ,61.0,0
Canada,2022,Meat & Seafood,41155.0,36780.0,167.0, 218 ,43.0,1
Germany,2021,Prepared Food,13821.0,13573.0,200.0, 959 ,48.0,0
USA,2022,Meat & Seafood,37796.0,39307.0,165.0," 1,122 ",32.0,1
Indonesia,2022,Beverages,9380.0,10402.0,132.0, 891 ,48.0,0
Canada,2020,Beverages,4305.0,3923.0,81.0," 1,166 ",50.0,0
Mexico,2020,Meat & Seafood,43359.0,40560.0,147.0, 320 ,51.0,1
Australia,2024,Fruits & Vegetables,33383.0,31642.0,179.0, 701 ,42.0,1
Italy,2023,Dairy Products,11076.0,9468.0,24.0, 847 ,56.0,0
Mexico,2022,Prepared Food,35453.0,29871.0,121.0, 163 ,63.0,1
India,2021,Frozen Food,13457.0,13475.0,91.0, 634 ,44.0,0
Canada,2020,Meat & Seafood,19989.0,22368.0,96.0, 111 ,62.0,0
Turkey,2020,Bakery Items,44208.0,36016.0,101.0," 1,388 ",46.0,1
Canada,2022,Bakery Items,41809.0,42237.0,68.0, 655 ,45.0,1
South Korea,2023,Bakery Items,23698.0,26035.0,135.0, 425 ,51.0,0
Argentina,2024,Grains & Cereals,13083.0,13486.0,84.0, 97 ,56.0,0
Germany,2021,Beverages,28761.0,23063.0,158.0, 427 ,31.0,1
Japan,2022,Grains & Cereals,6213.0,6175.0,179.0," 1,001 ",41.0,0
Russia,2020,Grains & Cereals,39040.0,33363.0,124.0," 1,044 ",59.0,1
Mexico,2018,Fruits & Vegetables,18969.0,15681.0,53.0," 1,132 ",66.0,0
France,2020,Beverages,38395.0,33657.0,73.0, 541 ,46.0,1
Australia,2023,Frozen Food,34163.0,40070.0,91.0, 635 ,56.0,1
USA,2024,Fruits & Vegetables,10617.0,12151.0,149.0," 1,263 ",55.0,0
UK,2018,Dairy Products,16671.0,15214.0,42.0, 293 ,52.0,0
Spain,2020,Grains & Cereals,37779.0,38537.0,116.0, 714 ,51.0,1
Spain,2023,Frozen Food,43453.0,46978.0,169.0," 1,298 ",54.0,1
UK,2019,Dairy Products,11818.0,12573.0,53.0," 1,346 ",37.0,0
Russia,2021,Grains & Cereals,37859.0,42367.0,78.0, 873 ,64.0,1
Brazil,2019,Bakery Items,24685.0,29437.0,97.0, 275 ,37.0,1
France,2023,Grains & Cereals,18790.0,19530.0,86.0, 53 ,66.0,0
