Country,Year,Food Types, Total Waste in Tons , Food Economic Loss (Million $) , Avg Waste per Capita (Kg) , Country Population (Million) (Not Accurate) , Household Waste (%) 
China,2021,Dairy Products," 23,924 "," 25,297 ", 128 ," 1,001 ", 41 
Australia,2023,Bakery Items," 45,157 "," 53,564 ", 115 , 813 , 34 
Spain,2019,Grains & Cereals," 11,183 "," 13,039 ", 85 , 689 , 40 
France,2022,Frozen Food," 15,595 "," 14,826 ", 79 , 203 , 33 
Japan,2019,Bakery Items," 26,313 "," 21,588 ", 102 , 154 , 31 
India,2024,Prepared Food, 917 , 983 , 151 , 242 , 55 
Spain,2019,Meat & Seafood," 27,756 "," 30,296 ", 78 , 943 , 55 
Mexico,2024,Beverages," 37,068 "," 41,505 ", 101 , 979 , 33 
Mexico,2021,Frozen Food," 42,753 "," 44,995 ", 132 , 522 , 33 
Canada,2021,Beverages," 47,608 "," 43,822 ", 130 , 54 , 50 
South Korea,2022,Grains & Cereals," 22,942 "," 19,278 ", 114 , 522 , 54 
UK,2021,Prepared Food," 31,517 "," 37,096 ", 175 , 928 , 67 
Brazil,2020,Meat & Seafood," 2,174 "," 2,153 ", 190 ," 1,191 ", 63 
South Africa,2023,Bakery Items," 19,958 "," 17,988 ", 191 ," 1,167 ", 30 
UK,2021,Frozen Food," 33,408 "," 37,967 ", 169 , 368 , 48 
France,2023,Prepared Food," 1,330 "," 1,241 ", 198 ," 1,122 ", 37 
Italy,2023,Meat & Seafood," 40,076 "," 42,113 ", 86 ," 1,316 ", 35 
Turkey,2020,Meat & Seafood," 14,301 "," 16,683 ", 139 ," 1,395 ", 67 
China,2018,Fruits & Vegetables," 34,565 "," 39,768 ", 118 ," 1,266 ", 45 
USA,2022,Grains & Cereals," 19,541 "," 17,883 ", 183 , 214 , 34 
Saudi Arabia,2023,Fruits & Vegetables," 7,865 "," 7,212 ", 42 ," 1,301 ", 62 
Canada,2021,Bakery Items," 25,686 "," 22,671 ", 141 ," 1,272 ", 34 
South Africa,2018,Frozen Food," 11,519 "," 11,225 ", 176 , 783 , 53 
Australia,2018,Prepared Food," 28,964 "," 28,029 ", 52 ," 1,208 ", 48 
Spain,2021,Dairy Products," 6,592 "," 5,431 ", 48 , 917 , 59 
China,2020,Meat & Seafood," 5,400 "," 5,284 ", 138 , 70 , 59 
Canada,2024,Meat & Seafood," 30,861 "," 33,052 ", 51 ," 1,081 ", 48 
Argentina,2021,Prepared Food," 26,638 "," 26,864 ", 77 , 397 , 34 
Brazil,2020,Dairy Products," 39,943 "," 38,568 ", 89 , 96 , 64 
Indonesia,2019,Dairy Products," 20,609 "," 22,194 ", 34 ," 1,242 ", 32 
Argentina,2019,Prepared Food," 3,212 "," 3,440 ", 22 ," 1,153 ", 56 
UK,2019,Grains & Cereals," 15,410 "," 12,564 ", 41 , 204 , 35 
Turkey,2021,Fruits & Vegetables," 41,861 "," 39,019 ", 54 , 706 , 35 
Argentina,2021,Frozen Food," 4,571 "," 4,642 ", 29 , 585 , 46 
South Africa,2021,Meat & Seafood," 31,789 "," 32,620 ", 104 , 898 , 31 
Canada,2021,Prepared Food," 34,210 "," 38,933 ", 34 , 700 , 64 
UK,2022,Fruits & Vegetables," 24,195 "," 24,007 ", 72 , 703 , 65 
Italy,2020,Grains & Cereals," 1,507 "," 1,666 ", 23 , 885 , 57 
Mexico,2024,Prepared Food," 17,667 "," 18,290 ", 179 , 609 , 42 
Russia,2022,Dairy Products," 28,166 "," 32,064 ", 135 , 74 , 46 
Japan,2023,Meat & Seafood," 22,068 "," 25,371 ", 126 ," 1,204 ", 64 
Japan,2018,Meat & Seafood," 14,118 "," 15,947 ", 59 , 451 , 59 
South Africa,2020,Meat & Seafood," 35,551 "," 28,691 ", 75 , 653 , 43 
Saudi Arabia,2018,Dairy Products," 18,397 "," 18,345 ", 196 ," 1,351 ", 65 
South Korea,2024,Grains & Cereals," 18,182 "," 17,422 ", 121 , 460 , 38 
France,2024,Bakery Items," 33,679 "," 37,846 ", 183 ," 1,011 ", 33 
Italy,2018,Meat & Seafood," 49,725 "," 39,791 ", 179 , 825 , 42 
Mexico,2018,Bakery Items," 43,719 "," 46,546 ", 64 , 303 , 30 
Japan,2018,Prepared Food," 18,178 "," 20,883 ", 103 ," 1,087 ", 52 
Turkey,2019,Prepared Food," 2,362 "," 2,448 ", 114 , 304 , 52 
South Africa,2021,Frozen Food," 22,518 "," 22,927 ", 132 , 794 , 39 
Indonesia,2019,Fruits & Vegetables," 6,574 "," 7,409 ", 139 , 206 , 32 
Turkey,2023,Fruits & Vegetables," 7,729 "," 6,611 ", 78 ," 1,001 ", 59 
Indonesia,2024,Dairy Products," 16,940 "," 16,626 ", 174 , 222 , 62 
Italy,2023,Beverages," 44,860 "," 53,744 ", 126 , 612 , 35 
Saudi Arabia,2019,Frozen Food," 45,283 "," 39,853 ", 151 , 828 , 46 
South Korea,2023,Meat & Seafood," 39,543 "," 41,555 ", 31 ," 1,155 ", 56 
Russia,2024,Frozen Food," 2,136 "," 2,214 ", 25 ," 1,299 ", 44 
China,2020,Fruits & Vegetables," 15,559 "," 18,531 ", 140 , 205 , 60 
India,2019,Prepared Food," 30,862 "," 26,346 ", 53 , 441 , 41 
Mexico,2024,Meat & Seafood," 30,475 "," 34,692 ", 21 ," 1,315 ", 61 
South Korea,2020,Frozen Food," 27,722 "," 29,610 ", 56 , 368 , 62 
Japan,2021,Grains & Cereals," 1,269 "," 1,405 ", 178 , 192 , 39 
USA,2024,Bakery Items," 28,801 "," 25,638 ", 117 , 574 , 47 
Saudi Arabia,2021,Prepared Food," 23,699 "," 23,056 ", 80 , 221 , 36 
Brazil,2022,Bakery Items," 49,443 "," 42,867 ", 69 , 145 , 38 
Argentina,2023,Beverages," 17,578 "," 21,040 ", 173 , 259 , 39 
Mexico,2024,Prepared Food," 44,829 "," 51,182 ", 105 , 188 , 36 
China,2020,Frozen Food," 47,768 "," 46,986 ", 54 , 449 , 60 
Russia,2023,Bakery Items," 38,588 "," 36,063 ", 27 , 346 , 59 
Indonesia,2022,Grains & Cereals," 48,773 "," 49,979 ", 111 , 886 , 36 
Canada,2019,Fruits & Vegetables," 35,769 "," 42,188 ", 45 , 75 , 37 
USA,2023,Beverages," 4,411 "," 4,832 ", 95 ," 1,142 ", 40 
China,2023,Frozen Food," 2,118 "," 2,146 ", 128 ," 1,035 ", 46 
USA,2020,Beverages," 31,203 "," 35,795 ", 151 , 30 , 44 
Italy,2018,Grains & Cereals," 2,751 "," 2,443 ", 95 , 655 , 52 
China,2022,Meat & Seafood," 7,482 "," 7,571 ", 100 , 149 , 61 
USA,2020,Meat & Seafood," 40,197 "," 44,387 ", 132 , 872 , 70 
Germany,2023,Frozen Food," 35,756 "," 38,283 ", 31 , 231 , 36 
Germany,2023,Prepared Food," 20,787 "," 17,815 ", 143 , 106 , 42 
France,2021,Grains & Cereals," 33,531 "," 26,865 ", 132 , 542 , 44 
South Korea,2020,Prepared Food," 11,863 "," 12,060 ", 168 , 65 , 36 
Brazil,2019,Fruits & Vegetables," 44,841 "," 40,377 ", 161 , 380 , 61 
India,2022,Frozen Food," 46,635 "," 45,070 ", 26 ," 1,124 ", 54 
India,2023,Beverages," 14,759 "," 13,339 ", 34 , 161 , 67 
Brazil,2021,Grains & Cereals," 3,687 "," 4,090 ", 135 , 254 , 31 
Japan,2024,Grains & Cereals," 19,190 "," 20,150 ", 157 ," 1,231 ", 32 
Mexico,2021,Beverages," 21,846 "," 25,176 ", 156 , 550 , 63 
India,2022,Dairy Products," 40,408 "," 46,064 ", 141 , 716 , 47 
Italy,2023,Grains & Cereals," 2,487 "," 2,018 ", 113 ," 1,227 ", 38 
Japan,2018,Frozen Food," 30,403 "," 35,789 ", 90 , 454 , 57 
Argentina,2019,Beverages," 12,516 "," 10,748 ", 105 , 63 , 36 
South Korea,2021,Grains & Cereals," 31,577 "," 25,907 ", 148 , 928 , 33 
Japan,2020,Dairy Products," 33,088 "," 36,448 ", 137 ," 1,078 ", 61 
Italy,2021,Prepared Food," 6,846 "," 7,445 ", 64 , 187 , 53 
South Africa,2021,Grains & Cereals," 15,474 "," 17,070 ", 174 , 467 , 45 
Brazil,2018,Prepared Food," 40,785 "," 40,153 ", 165 , 557 , 57 
Argentina,2019,Frozen Food," 32,131 "," 28,092 ", 126 ," 1,309 ", 40 
Turkey,2018,Beverages," 30,732 "," 30,844 ", 176 ," 1,154 ", 57 
France,2019,Beverages," 25,686 "," 20,759 ", 183 , 397 , 66 
Saudi Arabia,2019,Beverages," 29,673 "," 35,098 ", 50 ," 1,361 ", 66 
Mexico,2023,Bakery Items," 3,960 "," 4,234 ", 167 ," 1,090 ", 65 
Turkey,2024,Prepared Food," 8,867 "," 9,120 ", 128 , 352 , 60 
Brazil,2021,Dairy Products," 2,504 "," 2,472 ", 167 , 884 , 61 
Germany,2021,Bakery Items," 2,866 "," 2,578 ", 95 ," 1,170 ", 58 
Turkey,2020,Frozen Food," 49,093 "," 57,506 ", 182 , 46 , 66 
Brazil,2018,Bakery Items," 20,023 "," 17,449 ", 173 , 806 , 66 
Mexico,2019,Dairy Products," 30,608 "," 28,246 ", 64 ," 1,103 ", 65 
Argentina,2019,Bakery Items," 29,369 "," 24,513 ", 68 , 639 , 42 
UK,2024,Dairy Products," 36,564 "," 33,677 ", 64 , 992 , 61 
Turkey,2021,Meat & Seafood," 18,698 "," 14,961 ", 196 , 735 , 54 
South Africa,2021,Beverages," 22,881 "," 20,935 ", 185 , 658 , 31 
UK,2022,Prepared Food," 21,406 "," 22,080 ", 180 , 101 , 38 
Russia,2023,Dairy Products," 43,482 "," 40,283 ", 145 , 652 , 54 
South Africa,2024,Beverages," 33,625 "," 30,426 ", 36 ," 1,198 ", 60 
UK,2022,Meat & Seafood," 20,915 "," 16,805 ", 64 ," 1,255 ", 53 
Germany,2019,Frozen Food," 9,078 "," 8,062 ", 27 , 720 , 53 
USA,2020,Dairy Products," 9,156 "," 10,681 ", 94 , 940 , 33 
Indonesia,2023,Frozen Food," 8,868 "," 7,222 ", 137 , 858 , 62 
South Africa,2018,Bakery Items," 2,377 "," 2,334 ", 37 , 420 , 37 
Germany,2022,Beverages," 16,955 "," 15,740 ", 73 , 62 , 44 
Indonesia,2020,Grains & Cereals," 26,099 "," 29,912 ", 176 , 508 , 31 
India,2019,Fruits & Vegetables," 49,307 "," 57,632 ", 198 , 168 , 66 
France,2021,Dairy Products," 28,395 "," 24,645 ", 94 , 347 , 60 
Argentina,2018,Bakery Items, 992 , 871 , 126 , 104 , 61 
Spain,2021,Dairy Products," 14,905 "," 13,075 ", 176 , 512 , 42 
Indonesia,2023,Bakery Items," 18,589 "," 18,062 ", 25 ," 1,250 ", 43 
Saudi Arabia,2020,Grains & Cereals," 26,901 "," 30,136 ", 117 , 85 , 50 
Brazil,2023,Dairy Products," 15,200 "," 16,120 ", 133 , 126 , 48 
Saudi Arabia,2018,Fruits & Vegetables," 2,855 "," 2,686 ", 109 , 233 , 31 
Brazil,2024,Fruits & Vegetables," 18,787 "," 15,253 ", 90 , 855 , 36 
Turkey,2023,Grains & Cereals," 34,994 "," 40,972 ", 35 , 985 , 30 
Canada,2022,Prepared Food," 16,762 "," 15,154 ", 124 , 581 , 53 
Turkey,2021,Frozen Food," 5,206 "," 4,364 ", 23 , 840 , 68 
Germany,2019,Meat & Seafood," 33,806 "," 37,806 ", 177 ," 1,098 ", 57 
Japan,2022,Beverages," 4,354 "," 4,875 ", 28 ," 1,152 ", 49 
Turkey,2020,Prepared Food," 37,147 "," 38,758 ", 156 ," 1,100 ", 35 
Mexico,2022,Fruits & Vegetables," 13,381 "," 15,057 ", 131 , 603 , 32 
Mexico,2022,Frozen Food," 12,189 "," 14,307 ", 75 , 241 , 44 
Argentina,2022,Prepared Food," 8,754 "," 7,156 ", 194 ," 1,126 ", 66 
Australia,2018,Fruits & Vegetables," 21,092 "," 24,887 ", 41 , 803 , 62 
China,2018,Grains & Cereals," 26,017 "," 21,902 ", 71 ," 1,020 ", 50 
Turkey,2024,Grains & Cereals," 30,356 "," 35,916 ", 174 , 426 , 68 
Canada,2024,Frozen Food," 20,610 "," 21,083 ", 110 , 669 , 61 
UK,2023,Frozen Food," 2,166 "," 2,074 ", 112 ," 1,101 ", 63 
Argentina,2018,Prepared Food," 9,659 "," 10,370 ", 175 ," 1,212 ", 41 
Japan,2021,Grains & Cereals," 6,656 "," 6,301 ", 82 , 746 , 52 
Canada,2024,Dairy Products," 44,496 "," 46,433 ", 146 , 307 , 64 
Saudi Arabia,2018,Frozen Food," 24,514 "," 26,788 ", 189 , 132 , 67 
Spain,2022,Bakery Items," 28,904 "," 33,002 ", 183 ," 1,034 ", 49 
UK,2020,Prepared Food," 49,773 "," 43,645 ", 40 , 926 , 34 
UK,2022,Bakery Items," 5,065 "," 5,905 ", 150 , 325 , 45 
Argentina,2019,Bakery Items," 29,065 "," 24,414 ", 102 , 804 , 53 
Brazil,2021,Dairy Products," 37,568 "," 39,622 ", 80 , 222 , 52 
South Africa,2019,Fruits & Vegetables," 4,370 "," 4,887 ", 192 ," 1,195 ", 62 
South Africa,2018,Fruits & Vegetables," 19,032 "," 16,497 ", 157 , 863 , 56 
Germany,2019,Grains & Cereals," 21,434 "," 19,876 ", 48 , 795 , 36 
Russia,2019,Bakery Items," 10,385 "," 8,503 ", 169 , 225 , 46 
India,2020,Frozen Food," 11,058 "," 9,621 ", 170 , 612 , 47 
Spain,2018,Frozen Food," 39,049 "," 44,034 ", 33 , 860 , 56 
Japan,2023,Dairy Products," 2,181 "," 1,825 ", 98 ," 1,396 ", 67 
Italy,2021,Beverages," 42,258 "," 41,696 ", 113 , 136 , 56 
Germany,2020,Grains & Cereals," 6,460 "," 6,193 ", 125 , 339 , 44 
Italy,2022,Prepared Food," 30,445 "," 33,320 ", 174 ," 1,073 ", 34 
Spain,2021,Frozen Food," 47,466 "," 53,579 ", 22 , 353 , 46 
Australia,2019,Bakery Items," 49,824 "," 45,974 ", 83 , 475 , 54 
Russia,2021,Grains & Cereals," 29,168 "," 25,259 ", 161 ," 1,279 ", 59 
India,2021,Bakery Items," 42,115 "," 46,091 ", 39 ," 1,399 ", 48 
Argentina,2021,Frozen Food," 21,372 "," 17,695 ", 100 ," 1,344 ", 70 
India,2020,Prepared Food," 19,901 "," 17,349 ", 23 , 741 , 55 
Australia,2020,Beverages," 19,246 "," 19,528 ", 126 ," 1,006 ", 60 
Saudi Arabia,2023,Dairy Products," 42,774 "," 38,200 ", 166 , 436 , 30 
Spain,2024,Beverages," 46,527 "," 54,495 ", 178 , 73 , 56 
UK,2023,Grains & Cereals," 11,068 "," 12,302 ", 66 , 564 , 51 
Canada,2021,Meat & Seafood," 37,877 "," 33,740 ", 57 , 845 , 31 
France,2022,Meat & Seafood," 27,796 "," 27,809 ", 124 , 812 , 50 
Germany,2021,Bakery Items," 29,315 "," 29,396 ", 171 , 925 , 40 
India,2020,Prepared Food," 15,417 "," 18,046 ", 151 , 689 , 53 
India,2018,Dairy Products," 38,350 "," 36,606 ", 160 ," 1,278 ", 68 
Turkey,2024,Dairy Products," 41,860 "," 43,009 ", 78 , 919 , 58 
Russia,2023,Beverages," 8,127 "," 6,730 ", 21 , 481 , 45 
Mexico,2021,Fruits & Vegetables," 7,955 "," 8,971 ", 94 ," 1,340 ", 63 
Argentina,2019,Fruits & Vegetables," 16,480 "," 17,700 ", 27 , 537 , 34 
Indonesia,2020,Frozen Food," 39,840 "," 41,819 ", 42 ," 1,102 ", 56 
Indonesia,2024,Fruits & Vegetables," 11,770 "," 10,026 ", 75 , 32 , 49 
Turkey,2023,Prepared Food," 7,476 "," 7,903 ", 42 , 969 , 60 
Italy,2020,Bakery Items," 6,761 "," 6,271 ", 119 , 420 , 55 
Mexico,2022,Beverages," 9,892 "," 10,715 ", 179 ," 1,363 ", 55 
India,2021,Fruits & Vegetables," 20,223 "," 22,592 ", 126 , 265 , 40 
Japan,2024,Frozen Food," 43,703 "," 47,876 ", 131 , 569 , 45 
South Korea,2020,Bakery Items," 16,727 "," 15,024 ", 108 , 384 , 38 
USA,2019,Meat & Seafood," 10,363 "," 8,457 ", 34 ," 1,204 ", 70 
Australia,2019,Meat & Seafood," 35,707 "," 33,270 ", 180 , 94 , 47 
Turkey,2023,Beverages," 36,007 "," 34,868 ", 186 , 19 , 62 
Argentina,2018,Beverages," 17,226 "," 18,968 ", 148 ," 1,126 ", 31 
Japan,2022,Meat & Seafood," 16,388 "," 14,307 ", 22 , 34 , 41 
USA,2023,Fruits & Vegetables," 28,885 "," 26,367 ", 172 ," 1,204 ", 60 
Germany,2018,Prepared Food," 27,962 "," 27,791 ", 139 , 83 , 48 
Canada,2019,Dairy Products," 45,121 "," 53,692 ", 132 , 240 , 67 
Japan,2023,Grains & Cereals," 41,698 "," 41,347 ", 109 ," 1,210 ", 44 
Turkey,2018,Fruits & Vegetables," 34,145 "," 30,152 ", 110 , 715 , 34 
South Korea,2022,Dairy Products," 23,221 "," 21,894 ", 50 ," 1,273 ", 44 
Saudi Arabia,2018,Prepared Food," 20,601 "," 19,293 ", 71 , 603 , 65 
Russia,2020,Bakery Items," 8,158 "," 9,049 ", 54 , 575 , 55 
China,2021,Meat & Seafood," 44,892 "," 52,505 ", 78 , 726 , 68 
Japan,2020,Frozen Food," 11,388 "," 9,141 ", 57 ," 1,117 ", 31 
Turkey,2021,Grains & Cereals," 25,995 "," 22,461 ", 101 , 900 , 69 
Mexico,2018,Bakery Items," 42,462 "," 39,464 ", 124 , 405 , 69 
Italy,2022,Grains & Cereals," 47,046 "," 46,779 ", 184 , 876 , 46 
Argentina,2024,Beverages," 18,434 "," 16,556 ", 23 , 506 , 34 
South Korea,2022,Prepared Food," 12,138 "," 10,808 ", 86 , 327 , 51 
Brazil,2020,Frozen Food," 13,478 "," 13,427 ", 62 ," 1,358 ", 67 
UK,2018,Meat & Seafood," 27,878 "," 28,369 ", 65 , 559 , 59 
Germany,2019,Dairy Products," 21,550 "," 22,965 ", 135 , 662 , 37 
India,2019,Meat & Seafood," 10,832 "," 9,831 ", 193 , 182 , 67 
Brazil,2019,Fruits & Vegetables," 18,243 "," 19,669 ", 105 , 394 , 35 
Spain,2018,Bakery Items," 11,221 "," 12,680 ", 41 , 612 , 54 
Italy,2019,Beverages," 3,863 "," 4,537 ", 199 ," 1,205 ", 31 
Japan,2021,Fruits & Vegetables," 27,488 "," 24,145 ", 28 , 295 , 43 
Saudi Arabia,2019,Meat & Seafood," 23,695 "," 28,246 ", 122 ," 1,175 ", 56 
Canada,2022,Bakery Items," 46,897 "," 39,414 ", 24 , 826 , 62 
South Africa,2021,Beverages," 48,312 "," 40,962 ", 200 , 338 , 39 
China,2022,Beverages," 45,818 "," 39,883 ", 109 , 576 , 65 
Australia,2021,Meat & Seafood," 8,775 "," 8,372 ", 21 , 852 , 63 
Argentina,2018,Dairy Products," 27,037 "," 23,900 ", 102 ," 1,356 ", 42 
France,2021,Frozen Food," 19,988 "," 21,425 ", 125 , 428 , 33 
Germany,2021,Meat & Seafood," 6,341 "," 6,789 ", 43 ," 1,120 ", 37 
Mexico,2022,Prepared Food," 45,332 "," 51,674 ", 92 , 416 , 66 
China,2022,Fruits & Vegetables," 11,787 "," 10,759 ", 182 , 253 , 51 
Italy,2022,Fruits & Vegetables," 3,467 "," 3,261 ", 131 ," 1,018 ", 52 
Brazil,2024,Grains & Cereals," 3,818 "," 3,619 ", 65 , 48 , 54 
South Africa,2019,Grains & Cereals," 34,379 "," 32,232 ", 21 ," 1,209 ", 60 
China,2022,Beverages," 28,297 "," 30,760 ", 159 ," 1,292 ", 47 
Turkey,2018,Dairy Products," 13,224 "," 14,471 ", 83 , 399 , 68 
Japan,2023,Frozen Food," 8,939 "," 10,255 ", 56 , 101 , 36 
China,2018,Prepared Food," 29,265 "," 31,031 ", 142 ," 1,077 ", 66 
France,2018,Beverages," 11,838 "," 10,532 ", 153 ," 1,235 ", 49 
Brazil,2018,Prepared Food," 22,277 "," 20,697 ", 88 , 574 , 62 
Saudi Arabia,2023,Beverages," 29,763 "," 24,929 ", 113 , 790 , 55 
Brazil,2021,Fruits & Vegetables," 9,589 "," 10,861 ", 162 , 579 , 32 
China,2019,Grains & Cereals," 38,148 "," 42,815 ", 25 , 814 , 69 
Brazil,2020,Grains & Cereals," 27,564 "," 25,000 ", 45 ," 1,221 ", 61 
Russia,2021,Dairy Products," 6,822 "," 6,887 ", 98 , 814 , 42 
Saudi Arabia,2021,Fruits & Vegetables," 39,289 "," 39,649 ", 151 , 644 , 54 
France,2021,Grains & Cereals," 33,164 "," 37,828 ", 87 , 334 , 32 
Indonesia,2023,Beverages," 16,345 "," 17,255 ", 79 ," 1,332 ", 44 
Australia,2024,Prepared Food," 44,030 "," 39,399 ", 158 , 114 , 34 
India,2022,Dairy Products," 4,779 "," 4,001 ", 44 ," 1,068 ", 35 
Russia,2022,Fruits & Vegetables," 9,274 "," 8,570 ", 127 ," 1,303 ", 68 
Brazil,2020,Bakery Items," 49,249 "," 39,515 ", 147 ," 1,262 ", 58 
South Korea,2021,Fruits & Vegetables," 21,045 "," 22,874 ", 125 ," 1,195 ", 42 
Argentina,2020,Fruits & Vegetables," 36,545 "," 30,329 ", 165 , 623 , 60 
Italy,2024,Prepared Food," 4,939 "," 5,831 ", 116 , 986 , 59 
South Africa,2023,Bakery Items," 21,190 "," 18,966 ", 27 , 269 , 67 
Germany,2020,Bakery Items," 9,042 "," 7,619 ", 116 , 898 , 35 
South Africa,2022,Beverages," 29,805 "," 26,848 ", 183 , 842 , 62 
South Africa,2021,Beverages," 13,541 "," 10,986 ", 100 , 856 , 41 
Saudi Arabia,2024,Meat & Seafood, 752 , 824 , 72 , 929 , 65 
Germany,2021,Grains & Cereals," 46,551 "," 42,887 ", 123 , 677 , 42 
India,2019,Frozen Food," 44,310 "," 46,300 ", 119 , 216 , 68 
Saudi Arabia,2021,Dairy Products," 49,819 "," 50,353 ", 197 , 184 , 65 
South Korea,2018,Frozen Food," 8,851 "," 7,405 ", 49 , 897 , 49 
Canada,2021,Prepared Food," 38,320 "," 37,880 ", 96 ," 1,017 ", 31 
USA,2020,Fruits & Vegetables," 3,999 "," 3,375 ", 21 , 13 , 59 
UK,2018,Grains & Cereals," 9,691 "," 7,985 ", 36 , 293 , 37 
China,2024,Frozen Food," 10,653 "," 9,245 ", 112 , 96 , 44 
China,2021,Dairy Products," 34,266 "," 31,364 ", 113 ," 1,041 ", 68 
Argentina,2024,Dairy Products," 8,610 "," 9,828 ", 158 , 367 , 63 
Germany,2018,Beverages," 39,521 "," 33,047 ", 173 , 679 , 33 
Germany,2018,Bakery Items," 15,274 "," 17,979 ", 164 , 565 , 35 
South Africa,2019,Fruits & Vegetables," 12,761 "," 11,298 ", 195 , 738 , 63 
Brazil,2018,Beverages," 49,935 "," 52,808 ", 51 , 365 , 63 
South Korea,2018,Grains & Cereals," 4,048 "," 4,620 ", 140 , 132 , 35 
USA,2022,Bakery Items," 47,970 "," 55,275 ", 25 , 111 , 56 
Brazil,2020,Grains & Cereals," 13,808 "," 12,769 ", 55 , 552 , 38 
UK,2021,Frozen Food," 15,506 "," 12,854 ", 168 ," 1,178 ", 66 
Russia,2020,Meat & Seafood," 29,744 "," 35,586 ", 101 , 796 , 38 
France,2021,Fruits & Vegetables," 32,412 "," 28,960 ", 48 , 694 , 68 
Spain,2020,Beverages," 42,801 "," 44,656 ", 143 , 966 , 43 
Argentina,2019,Prepared Food," 38,806 "," 38,359 ", 132 , 620 , 55 
Mexico,2020,Beverages," 45,410 "," 42,233 ", 25 ," 1,358 ", 61 
Spain,2022,Frozen Food," 19,382 "," 22,132 ", 35 ," 1,399 ", 46 
China,2020,Prepared Food," 16,933 "," 19,089 ", 81 ," 1,100 ", 48 
Russia,2021,Prepared Food," 22,700 "," 25,669 ", 160 , 255 , 63 
Turkey,2021,Grains & Cereals," 13,172 "," 15,745 ", 186 ," 1,108 ", 67 
Spain,2020,Prepared Food," 19,379 "," 20,881 ", 140 ," 1,201 ", 58 
India,2020,Dairy Products," 11,868 "," 12,061 ", 199 , 225 , 69 
France,2018,Frozen Food," 49,030 "," 42,225 ", 130 , 105 , 42 
Canada,2023,Fruits & Vegetables," 13,989 "," 13,445 ", 163 , 841 , 61 
Japan,2020,Frozen Food," 2,079 "," 1,751 ", 51 ," 1,254 ", 37 
Germany,2023,Bakery Items," 44,697 "," 45,781 ", 134 , 325 , 36 
Australia,2021,Meat & Seafood," 42,502 "," 42,933 ", 103 , 887 , 67 
Indonesia,2022,Frozen Food," 32,192 "," 26,730 ", 143 ," 1,010 ", 68 
Japan,2019,Prepared Food," 42,831 "," 49,898 ", 42 , 637 , 45 
Saudi Arabia,2018,Meat & Seafood," 17,814 "," 16,030 ", 85 , 98 , 54 
Turkey,2023,Bakery Items," 19,131 "," 15,751 ", 196 ," 1,329 ", 62 
India,2018,Fruits & Vegetables," 17,507 "," 19,684 ", 163 , 284 , 41 
South Africa,2020,Grains & Cereals," 16,525 "," 19,370 ", 140 , 129 , 68 
Russia,2021,Meat & Seafood," 38,770 "," 40,515 ", 189 , 360 , 56 
South Korea,2019,Dairy Products," 27,169 "," 29,606 ", 61 , 76 , 55 
South Africa,2020,Bakery Items," 4,718 "," 4,016 ", 49 ," 1,183 ", 45 
South Korea,2022,Frozen Food," 2,279 "," 2,143 ", 181 , 322 , 59 
Germany,2019,Dairy Products," 38,769 "," 44,054 ", 86 , 317 , 32 
India,2020,Prepared Food," 1,934 "," 1,944 ", 111 , 41 , 58 
Saudi Arabia,2024,Meat & Seafood," 2,041 "," 1,756 ", 147 , 815 , 39 
Spain,2022,Fruits & Vegetables," 10,206 "," 10,742 ", 140 ," 1,189 ", 34 
Mexico,2023,Prepared Food," 35,339 "," 37,949 ", 29 , 598 , 36 
South Africa,2024,Dairy Products," 32,550 "," 33,203 ", 106 , 509 , 35 
India,2020,Bakery Items," 35,233 "," 34,800 ", 197 , 719 , 68 
Italy,2021,Bakery Items," 13,829 "," 12,321 ", 85 ," 1,182 ", 52 
South Korea,2022,Grains & Cereals," 8,407 "," 9,188 ", 172 ," 1,078 ", 32 
Germany,2023,Beverages," 13,552 "," 11,896 ", 165 ," 1,136 ", 56 
Brazil,2018,Fruits & Vegetables," 15,856 "," 14,973 ", 74 ," 1,095 ", 46 
Turkey,2019,Beverages," 33,532 "," 35,387 ", 116 , 315 , 64 
Germany,2018,Beverages," 1,167 "," 1,326 ", 123 ," 1,231 ", 62 
Russia,2018,Frozen Food," 10,413 "," 9,670 ", 125 , 677 , 59 
India,2018,Prepared Food," 30,280 "," 32,350 ", 154 , 549 , 54 
France,2022,Fruits & Vegetables," 29,036 "," 32,125 ", 22 , 769 , 40 
India,2018,Frozen Food," 1,560 "," 1,255 ", 146 , 47 , 57 
USA,2019,Prepared Food," 19,561 "," 19,957 ", 152 ," 1,029 ", 44 
Italy,2020,Prepared Food," 1,934 "," 1,576 ", 105 ," 1,187 ", 31 
Germany,2021,Beverages," 49,658 "," 58,328 ", 57 ," 1,115 ", 61 
India,2022,Bakery Items," 49,278 "," 41,077 ", 72 , 340 , 56 
China,2018,Meat & Seafood," 7,904 "," 7,073 ", 156 , 228 , 42 
Indonesia,2018,Grains & Cereals," 32,891 "," 33,497 ", 65 , 441 , 51 
India,2022,Beverages," 8,007 "," 9,495 ", 104 , 110 , 58 
Canada,2024,Bakery Items," 16,496 "," 17,457 ", 49 , 843 , 54 
Japan,2024,Beverages," 49,655 "," 56,043 ", 88 , 921 , 31 
France,2024,Dairy Products," 24,035 "," 22,397 ", 113 , 23 , 48 
South Africa,2024,Frozen Food," 22,628 "," 26,112 ", 101 ," 1,286 ", 48 
